"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"120","RT @VideoGamerCom: Listen to VideoGamer Podcast #271: Spirit Squad right now to hear chat on The Awesome Adventures of Captain Spirit, Vamp…",FALSE,0,NA,2018-06-27 22:51:43,FALSE,NA,"1012106226749132802",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LlamaFluff42",1,TRUE,FALSE,NA,NA
"121","Have avoided all talk of Twin Peaks The Return but one thing I do know, episode 8 is a thing. I am approaching episode 8 right now.",FALSE,7,NA,2018-06-27 22:41:16,FALSE,NA,"1012103599906852864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","unklerupert",1,FALSE,FALSE,NA,NA
"122","Had some damn fine coffee &amp; cherry pie at the Twin Peaks Diner @ North Bend, Washington https://t.co/rxQQdk7b5Y",FALSE,0,NA,2018-06-27 22:19:38,FALSE,NA,"1012098154290925575",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","laureninception",0,FALSE,FALSE,NA,NA
"123","Listen to VideoGamer Podcast #271: Spirit Squad right now to hear chat on The Awesome Adventures of Captain Spirit,… https://t.co/SVPLTQvnVB",FALSE,3,NA,2018-06-27 22:05:01,TRUE,NA,"1012094476880265216",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","VideoGamerCom",1,FALSE,FALSE,NA,NA
"124","RT @VideoGamerCom: Listen to VideoGamer Podcast #271: Spirit Squad right now to hear chat on The Awesome Adventures of Captain Spirit, Vamp…",FALSE,0,NA,2018-06-27 21:45:49,FALSE,NA,"1012089645386162182",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheMooCoo",3,TRUE,FALSE,NA,NA
"125","@juanpaexpedite Ha, that’s awesome! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>

But - you’ve NEVER seen Twin Peaks before?! <ed><U+00A0><U+00BD><ed><U+00B8><U+00B1>
I must admit, I missed it in t… https://t.co/uYLUew6iof",FALSE,0,"juanpaexpedite",2018-06-27 21:24:45,TRUE,"1012051774889267200","1012084341143457792","21333020","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Liquidream",0,FALSE,FALSE,NA,NA
"126","I'm utterly obsessed with Twin Peaks right now. Also amazing how much Stranger Things ripped it off in many ways",FALSE,2,NA,2018-06-27 20:47:35,FALSE,NA,"1012074987652460544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","john_a_j_mills",0,FALSE,FALSE,NA,NA
"127","https://t.co/pObbgPfoIx",FALSE,0,NA,2018-06-27 20:43:39,FALSE,NA,"1012074000250494977",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","John___Walter",0,FALSE,FALSE,NA,NA
"128","Sycamore Trees--Twin Peaks https://t.co/mqw4wTPTlP",FALSE,4,NA,2018-06-27 20:16:07,FALSE,NA,"1012067069209268225",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tysonschenker",0,FALSE,FALSE,NA,NA
"129","@StPurpleNVelvet Exactly!!! I sound like a broken record, but just watch Twin Peaks. Even the most regular parts are 'WTF?!'",FALSE,0,"StPurpleNVelvet",2018-06-27 20:10:22,FALSE,"1012049180423008261","1012065621297762304","275411344","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","MaxCussons",0,FALSE,FALSE,NA,NA
"130","I couldn’t see any text in the book to confirm if the author is the same David Lynch of Twin Peaks fame. Searching… https://t.co/TFwyT58SKP",FALSE,0,"PatrickPhotosUK",2018-06-27 20:07:31,TRUE,"1012064315908685824","1012064906663866370","1263017640","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","PatrickPhotosUK",0,FALSE,FALSE,NA,NA
"131","No, YOU’RE rewatching all 18 hours of Twin Peaks the return, accompanied by two different sets of theory-spinning p… https://t.co/Qisu0W2fAa",FALSE,0,NA,2018-06-27 19:59:50,TRUE,NA,"1012062970464100354",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RobmDyson",0,FALSE,FALSE,NA,NA
"132","RT @hiatusmusic: I wrote a thing about my struggle with the new Twin Peaks. I've clearly missed the media hype cycle, but if you know anyon…",FALSE,0,NA,2018-06-27 19:02:33,FALSE,NA,"1012048558231613440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mrspencermurphy",3,TRUE,FALSE,NA,NA
"133","Never Forget. 
Twin Peaks, en su emisión noventera en Tele5, era patrocinada por Puntomatic. Si no recuerdo mal, in… https://t.co/fykfpg76V3",FALSE,0,NA,2018-06-27 18:44:42,TRUE,NA,"1012044064110338048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Lidia1311",0,FALSE,FALSE,NA,NA
"134","If you saw Chromatics on Twin Peaks you'll be familiar with a couple of the tracks that appear on Johnny Jewel's ne… https://t.co/6nidMGjWKa",FALSE,0,NA,2018-06-27 18:42:02,TRUE,NA,"1012043393793515521",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","LoudAndQuietMag",0,FALSE,FALSE,NA,NA
"135","Still loving the new Twin Peaks.",FALSE,0,NA,2018-06-27 18:23:06,FALSE,NA,"1012038628707651585",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","mrstheelvy",0,FALSE,FALSE,NA,NA
"136","This woman is also Diane from Twin Peaks. So yes I do. https://t.co/7KufU8gc8I",FALSE,0,NA,2018-06-27 17:59:28,FALSE,NA,"1012032682262450176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OllieTheHipster",0,FALSE,FALSE,NA,NA
"137","Trump could be one of ‘the GREATEST presidents in HISTORY’ says David Lynch in SHOCK claim https://t.co/ItGEwzGh5w",FALSE,0,NA,2018-06-27 17:56:37,FALSE,NA,"1012031962733776896",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","AdrianJohnSroka",0,FALSE,FALSE,NA,NA
"138","@StephenNDBB Timelash was a defining moment of my childhood, Twin Peaks was a defining moment of my adult life. Both are legendary to me.",FALSE,1,"StephenNDBB",2018-06-27 15:02:41,FALSE,"1011987809496903681","1011988194064248832","4018400015","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Lungbarrowmas",0,FALSE,FALSE,NA,NA
"139","RT @hiatusmusic: I wrote a thing about my struggle with the new Twin Peaks. I've clearly missed the media hype cycle, but if you know anyon…",FALSE,0,NA,2018-06-27 14:48:17,FALSE,NA,"1011984566335262721",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","flintworks",3,TRUE,FALSE,NA,NA
